count1;count2;count3;count4;exp_time;time;date;inv_dil;replicate;strain;avg_count;counts_per_ml;v_sample_ul;v_etoh_ul;time_units
8;6;8;4;1;03:30;20/06/2023;100;A;CC125;;;10;0;days
