label,t_start,t_end,duration_hr,growth_rate_per_hr,growth_rate_per_24hr
Gptx,2026-08-18 16:00:00,2026-08-19 16:00:00,24.0,0.08652939841087338,2.0767055618609613
Gptx,2026-08-19 16:00:00,2026-08-20 16:00:00,24.0,0.05801123434624908,1.392269624309978
Gptx,2026-08-20 16:00:00,2026-08-21 16:00:00,24.0,0.07376055266696215,1.7702532640070916
