label,mutant,perturbed,n_points,growth_rate_per_hr,growth_rate_per_24hr,doubling_time_hr,r_squared
Eptx,CC2894,True,4,0.0695616950868264,1.6694806820838335,9.964495254101616,0.8267068434537057
Fptx,CC2894,True,4,0.0709198871396642,1.7020772913519409,9.773664461632803,0.9684251842445765
Gptx,CC2894,True,4,0.07129147906185021,1.710995497484405,9.722721280036748,0.9945700472075873
Hptx,CC2894,True,4,0.07021867252468214,1.6852481405923714,9.871265799226,0.9955728201245768
Iptx,CC2894,True,4,0.07205684325341116,1.729364238081868,9.619449718637679,0.9983305882828455
