count1;count2;count3;count4;exp_time;time;date;inv_dil;replicate;strain;avg_count;counts_per_ml;v_sample_ul;v_etoh_ul
0;0;1;0;1;12:30;20/06/2023;1000;A;CC125;;;15;15
